source,relation,target
284465006,IS_A,384821006
225706007,IS_A,108329005
225706007,IS_A,284465006
160822004,IS_A,225706007
160822004,IS_A,55607006
160823009,IS_A,160822004
160824003,IS_A,160822004
160826001,IS_A,160822004
160827005,IS_A,160822004
288501000119105,IS_A,160827005
160828000,IS_A,160822004
160830003,IS_A,160822004
681000119101,IS_A,160822004
1041000119100,IS_A,160822004
288551000119109,IS_A,105489007
288551000119109,IS_A,160822004
52381000119109,IS_A,160822004
102171000119108,IS_A,160822004
102161000119102,IS_A,160822004
160845005,IS_A,225706007
160846006,IS_A,225706007
304858008,IS_A,224993008
304858008,IS_A,225706007
304859000,IS_A,304858008
304860005,IS_A,304858008
304861009,IS_A,304858008
304862002,IS_A,304858008
304863007,IS_A,304858008
304864001,IS_A,304858008
304865000,IS_A,304858008
88451002,IS_A,304858008
88451002,IS_A,15863006
64313000,IS_A,225706007
64313000,IS_A,106024000
129603004,IS_A,64313000
129878006,IS_A,64313000
133938003,IS_A,64313000
133939006,IS_A,133938003
281026004,IS_A,133939006
133940008,IS_A,133938003
441879005,IS_A,64313000
67564005,IS_A,225706007
105416005,IS_A,67564005
225857001,IS_A,366001003
225857001,IS_A,67564005
105414008,IS_A,225706007
88598008,IS_A,129875009
88598008,IS_A,225706007
161057005,IS_A,88598008
276130005,IS_A,161057005
423238001,IS_A,88598008
424573006,IS_A,88598008
424300006,IS_A,88598008
422981003,IS_A,225706007
422781006,IS_A,225706007
422717002,IS_A,225706007
422517004,IS_A,225706007
422517004,IS_A,365032007
442533006,IS_A,225706007
113381000119100,IS_A,225706007
225787000,IS_A,284465006
225787000,IS_A,118233009
225788005,IS_A,225787000
225789002,IS_A,225787000
225790006,IS_A,284465006
225790006,IS_A,844005
225791005,IS_A,225790006
225795001,IS_A,225791005
225792003,IS_A,225795001
225796000,IS_A,225795001
225797009,IS_A,225796000
225845005,IS_A,225795001
225846006,IS_A,225795001
225793008,IS_A,225790006
225798004,IS_A,225793008
225801005,IS_A,225793008
225802003,IS_A,225801005
225803008,IS_A,225801005
225804002,IS_A,225793008
225805001,IS_A,225804002
225806000,IS_A,225804002
225807009,IS_A,225804002
225808004,IS_A,225793008
225808004,IS_A,108329005
225809007,IS_A,225808004
225812005,IS_A,225793008
225813000,IS_A,225793008
225815007,IS_A,225813000
225818009,IS_A,225793008
225818009,IS_A,65367001
225819001,IS_A,225818009
225820007,IS_A,225818009
428454002,IS_A,225820007
225823009,IS_A,225818009
95316006,IS_A,95934001
95316006,IS_A,225818009
95317002,IS_A,225818009
363652006,IS_A,95317002
95930005,IS_A,225818009
95931009,IS_A,95930005
95932002,IS_A,95930005
95933007,IS_A,95930005
422379007,IS_A,95930005
422566002,IS_A,95930005
422566002,IS_A,225858006
423562005,IS_A,95930005
423217007,IS_A,25622003
423217007,IS_A,95930005
419686005,IS_A,95930005
397660003,IS_A,419686005
231421000119102,IS_A,419686005
231431000119104,IS_A,95930005
386702006,IS_A,225818009
95318007,IS_A,386702006
397940009,IS_A,386702006
102457005,IS_A,397940009
102457005,IS_A,225824003
397864009,IS_A,102457005
102458000,IS_A,397940009
401316003,IS_A,397940009
289431000119109,IS_A,397940009
237461000119103,IS_A,225824003
237461000119103,IS_A,397940009
473453008,IS_A,397940009
473453008,IS_A,95924005
473453008,IS_A,419916003
700229002,IS_A,225826001
700229002,IS_A,397940009
713834002,IS_A,700229002
225826001,IS_A,386702006
225826001,IS_A,102950001
225830003,IS_A,225826001
56890008,IS_A,225826001
56890008,IS_A,90774003
42085001,IS_A,56890008
17044007,IS_A,42085001
17044007,IS_A,70295002
713820002,IS_A,56890008
713820002,IS_A,706893006
713821003,IS_A,56890008
242973005,IS_A,225826001
242974004,IS_A,225826001
417876002,IS_A,225826001
419951006,IS_A,417876002
418150003,IS_A,417876002
420180008,IS_A,417876002
149141000119102,IS_A,225826001
149141000119102,IS_A,406137001
29231000119109,IS_A,149141000119102
718495005,IS_A,29231000119109
10761061000119107,IS_A,225826001
10761061000119107,IS_A,118185001
10761021000119102,IS_A,225826001
10761021000119102,IS_A,118185001
225827005,IS_A,386702006
225828000,IS_A,386702006
90774003,IS_A,386702006
2268003,IS_A,90774003
74715005,IS_A,90774003
74715005,IS_A,225824003
78077007,IS_A,90774003
78077007,IS_A,225824003
160800006,IS_A,78077007
160801005,IS_A,78077007
213012007,IS_A,78077007
213013002,IS_A,78077007
80520008,IS_A,90774003
95924005,IS_A,386702006
225825002,IS_A,95924005
225825002,IS_A,419916003
423402005,IS_A,225825002
95925006,IS_A,95924005
95925006,IS_A,419916003
10760981000119107,IS_A,118185001
10760981000119107,IS_A,95925006
10760941000119102,IS_A,95925006
95926007,IS_A,419916003
95926007,IS_A,95924005
95927003,IS_A,95924005
95927003,IS_A,419916003
95929000,IS_A,95924005
95929000,IS_A,419916003
95929000,IS_A,706872008
406137001,IS_A,386702006
207871000119100,IS_A,406137001
207871000119100,IS_A,419916003
237451000119100,IS_A,225824003
237451000119100,IS_A,406137001
288671000119101,IS_A,237451000119100
288681000119103,IS_A,237451000119100
706872008,IS_A,406137001
225824003,IS_A,386702006
10756261000119102,IS_A,225824003
10756261000119102,IS_A,118185001
10756301000119105,IS_A,225824003
10756301000119105,IS_A,118185001
419916003,IS_A,386702006
423344000,IS_A,386702006
424509006,IS_A,386702006
422722002,IS_A,386702006
700226009,IS_A,386702006
706893006,IS_A,386702006
442084003,IS_A,225818009
225799007,IS_A,284465006
225800006,IS_A,225799007
225831004,IS_A,844005
225831004,IS_A,284465006
225832006,IS_A,225831004
225833001,IS_A,225831004
225834007,IS_A,225831004
225835008,IS_A,225831004
225836009,IS_A,225831004
225837000,IS_A,225831004
225838005,IS_A,225831004
225839002,IS_A,284465006
225839002,IS_A,844005
225840000,IS_A,225839002
225840000,IS_A,118196009
225841001,IS_A,118196009
225841001,IS_A,225839002
225842008,IS_A,118196009
225842008,IS_A,284465006
225843003,IS_A,225842008
225844009,IS_A,225842008
225855009,IS_A,108329005
225855009,IS_A,284465006
365999004,IS_A,225855009
225852007,IS_A,365999004
225853002,IS_A,365999004
366001003,IS_A,225855009
225856005,IS_A,366001003
714371000,IS_A,366001003
714562005,IS_A,366001003
714416000,IS_A,366001003
714862000,IS_A,225855009
284531007,IS_A,284465006
118193001,IS_A,284465006
118193001,IS_A,118191004
225814006,IS_A,118193001
225816008,IS_A,118193001
225817004,IS_A,118193001
714385005,IS_A,118193001
714419007,IS_A,118193001
714855009,IS_A,118193001
714856005,IS_A,118193001
22927000,IS_A,844005
22927000,IS_A,284465006
163614007,IS_A,271893008
163614007,IS_A,22927000
54380006,IS_A,284465006
54380006,IS_A,50202006
57097000,IS_A,284465006
57097000,IS_A,409033001
270428008,IS_A,284465006
270428008,IS_A,365448001
365996006,IS_A,284465006
365997002,IS_A,365996006
129874008,IS_A,106024000
129874008,IS_A,365997002
129875009,IS_A,129874008
77096008,IS_A,129875009
423315002,IS_A,129875009
422611005,IS_A,423315002
129872007,IS_A,129874008
425266007,IS_A,129874008
425266007,IS_A,105507009
105411000,IS_A,365997002
105411000,IS_A,422650009
365998007,IS_A,284465006
225848007,IS_A,118231006
225848007,IS_A,365998007
225849004,IS_A,365998007
225849004,IS_A,118231006
366002005,IS_A,284465006
225811003,IS_A,366002005
106024000,IS_A,284465006
129876005,IS_A,106024000
423874001,IS_A,129876005
423874001,IS_A,844005
423571001,IS_A,129876005
423571001,IS_A,844005
423446002,IS_A,129876005
423446002,IS_A,844005
129879003,IS_A,106024000
129879003,IS_A,365483002
129879003,IS_A,844005
129879003,IS_A,365477000
300894000,IS_A,129879003
300894000,IS_A,48694002
270472006,IS_A,300894000
14345008,IS_A,15863006
14345008,IS_A,129879003
161064007,IS_A,14345008
52184009,IS_A,248539004
52184009,IS_A,129879003
105483008,IS_A,365576006
105483008,IS_A,52184009
129873002,IS_A,129879003
129873002,IS_A,15863006
225642005,IS_A,247825008
225642005,IS_A,129879003
225639004,IS_A,225642005
225640002,IS_A,225642005
225641003,IS_A,225642005
401141001,IS_A,248539004
401141001,IS_A,129879003
406161008,IS_A,129879003
406161008,IS_A,27179007
52455008,IS_A,406161008
406160009,IS_A,406161008
169937006,IS_A,129879003
33590004,IS_A,169937006
423385005,IS_A,169937006
424364004,IS_A,129879003
424896002,IS_A,129879003
425275009,IS_A,129879003
425275009,IS_A,225481000
425275009,IS_A,422734005
422913006,IS_A,129879003
422596007,IS_A,25622003
422596007,IS_A,129880000
422596007,IS_A,129879003
473447008,IS_A,129879003
702469009,IS_A,129879003
702470005,IS_A,129879003
704305004,IS_A,129879003
129881001,IS_A,106024000
129881001,IS_A,844005
27179007,IS_A,106024000
151901000119101,IS_A,284465006
288571000119100,IS_A,284465006
115491000119105,IS_A,284465006
36456004,IS_A,384821006
106126000,IS_A,36456004
102893002,IS_A,106126000
417514002,IS_A,271893008
417514002,IS_A,162715009
417514002,IS_A,102893002
417694005,IS_A,417514002
416259003,IS_A,417514002
416443001,IS_A,417514002
102898006,IS_A,106126000
102899003,IS_A,102898006
102899003,IS_A,225481000
102900008,IS_A,102899003
102901007,IS_A,102899003
102902000,IS_A,102899003
102903005,IS_A,102899003
102904004,IS_A,102899003
423794002,IS_A,102899003
106131003,IS_A,106126000
102897001,IS_A,106131003
247672006,IS_A,106131003
247673001,IS_A,247672006
247694003,IS_A,106131003
276245005,IS_A,106131003
276247002,IS_A,106131003
281144009,IS_A,106131003
286644009,IS_A,106131003
61387006,IS_A,48694002
61387006,IS_A,286644009
70997004,IS_A,48694002
70997004,IS_A,286644009
17029006,IS_A,106131003
18963009,IS_A,106131003
225006001,IS_A,18963009
225006001,IS_A,285849008
225653004,IS_A,18963009
225654005,IS_A,18963009
225656007,IS_A,18963009
225657003,IS_A,18963009
247800004,IS_A,18963009
247801000,IS_A,247800004
247802007,IS_A,247800004
286641001,IS_A,18963009
307076007,IS_A,18963009
20602000,IS_A,365462008
20602000,IS_A,106131003
20602000,IS_A,225652009
162719003,IS_A,162715009
162719003,IS_A,20602000
24936000,IS_A,225652009
24936000,IS_A,106131003
25467004,IS_A,106131003
27596001,IS_A,106131003
30819006,IS_A,106131003
33314005,IS_A,106131003
35209006,IS_A,106131003
367545001,IS_A,106131003
231508009,IS_A,279622009
231508009,IS_A,367545001
247829002,IS_A,247828005
247829002,IS_A,367545001
247831006,IS_A,247828005
247831006,IS_A,367545001
191728008,IS_A,247845000
191728008,IS_A,367545001
225626003,IS_A,247845000
225626003,IS_A,367545001
225625004,IS_A,225626003
404910002,IS_A,225626003
404910002,IS_A,401269004
225627007,IS_A,286568007
225627007,IS_A,367545001
225629005,IS_A,247845000
225629005,IS_A,367545001
225628002,IS_A,225629005
225632008,IS_A,247845000
225632008,IS_A,367545001
247809003,IS_A,247855001
247809003,IS_A,367545001
225646008,IS_A,247809003
247810008,IS_A,247855001
247810008,IS_A,367545001
225645007,IS_A,247810008
247811007,IS_A,247855001
247811007,IS_A,367545001
247812000,IS_A,247855001
247812000,IS_A,367545001
247813005,IS_A,247855001
247813005,IS_A,367545001
247816002,IS_A,247855001
247816002,IS_A,367545001
247817006,IS_A,247816002
247819009,IS_A,247855001
247819009,IS_A,367545001
247820003,IS_A,247855001
247820003,IS_A,367545001
247822006,IS_A,247855001
247822006,IS_A,367545001
247823001,IS_A,247855001
247823001,IS_A,367545001
247824007,IS_A,247855001
247824007,IS_A,367545001
247826009,IS_A,247832004
247826009,IS_A,367545001
247827000,IS_A,247832004
247827000,IS_A,367545001
247833009,IS_A,247832004
247833009,IS_A,367545001
247834003,IS_A,247833009
247835002,IS_A,247833009
247836001,IS_A,247833009
247837005,IS_A,247833009
247838000,IS_A,247832004
247838000,IS_A,367545001
247839008,IS_A,247838000
247840005,IS_A,247838000
247841009,IS_A,247832004
247841009,IS_A,367545001
247842002,IS_A,247832004
247842002,IS_A,367545001
247843007,IS_A,247832004
247843007,IS_A,367545001
247844001,IS_A,247832004
247844001,IS_A,367545001
247846004,IS_A,247845000
247846004,IS_A,367545001
225633003,IS_A,247846004
247847008,IS_A,247846004
247847008,IS_A,102927007
247849006,IS_A,247845000
247849006,IS_A,367545001
247856000,IS_A,286568007
247856000,IS_A,367545001
225631001,IS_A,247856000
247857009,IS_A,247856000
247858004,IS_A,247857009
247859007,IS_A,247857009
247861003,IS_A,247856000
247862005,IS_A,247856000
247864006,IS_A,286568007
247864006,IS_A,367545001
247865007,IS_A,286568007
247865007,IS_A,367545001
247870000,IS_A,247845000
247870000,IS_A,367545001
247871001,IS_A,247845000
247871001,IS_A,367545001
276242008,IS_A,247845000
276242008,IS_A,367545001
277816006,IS_A,247845000
277816006,IS_A,367545001
279926005,IS_A,286568007
279926005,IS_A,367545001
286545003,IS_A,247848003
286545003,IS_A,367545001
417620007,IS_A,162715009
417620007,IS_A,367545001
699389008,IS_A,286568007
699389008,IS_A,367545001
48079002,IS_A,106131003
279571009,IS_A,48079002
5240007,IS_A,106131003
55929007,IS_A,106131003
33624008,IS_A,55929007
75408008,IS_A,106131003
224971003,IS_A,75408008
224971003,IS_A,844005
225005002,IS_A,365208007
225005002,IS_A,75408008
285848000,IS_A,365208007
285848000,IS_A,75408008
285848000,IS_A,285850008
162726003,IS_A,162715009
162726003,IS_A,75408008
76094002,IS_A,106131003
102894008,IS_A,76094002
79015004,IS_A,106131003
79015004,IS_A,83507006
225635005,IS_A,48694002
225635005,IS_A,79015004
225636006,IS_A,79015004
225636006,IS_A,48694002
225637002,IS_A,48694002
225637002,IS_A,79015004
277829006,IS_A,225637002
247808006,IS_A,79015004
247808006,IS_A,48694002
225644006,IS_A,247808006
277818007,IS_A,247808006
277819004,IS_A,247808006
277820005,IS_A,247808006
277821009,IS_A,247808006
277822002,IS_A,247808006
277823007,IS_A,247808006
277824001,IS_A,247808006
277833004,IS_A,277824001
277834005,IS_A,277824001
277825000,IS_A,247808006
277826004,IS_A,247808006
277827008,IS_A,247808006
277827008,IS_A,225873007
277828003,IS_A,247808006
277831002,IS_A,247808006
89225005,IS_A,247808006
89225005,IS_A,386808001
401010000,IS_A,247808006
431432003,IS_A,247808006
702535006,IS_A,247808006
247825008,IS_A,79015004
247825008,IS_A,48694002
225638007,IS_A,247825008
225638007,IS_A,365957000
225643000,IS_A,247825008
277838008,IS_A,247825008
277839000,IS_A,247825008
413301003,IS_A,79015004
82248001,IS_A,106131003
87521009,IS_A,106131003
87690005,IS_A,288545008
87690005,IS_A,106131003
9066006,IS_A,106131003
281129008,IS_A,106131003
365107007,IS_A,106131003
112080002,IS_A,365107007
225455004,IS_A,112080002
11542009,IS_A,365107007
11542009,IS_A,416383008
80608005,IS_A,365107007
81548002,IS_A,365107007
281257007,IS_A,81548002
34822003,IS_A,81548002
286582007,IS_A,34822003
85949006,IS_A,34822003
307074005,IS_A,85949006
286638005,IS_A,34822003
162727007,IS_A,162715009
162727007,IS_A,34822003
405273008,IS_A,81548002
424009001,IS_A,118189007
424009001,IS_A,247845000
424009001,IS_A,365107007
365129006,IS_A,365107007
225649001,IS_A,365129006
247798006,IS_A,365129006
225648009,IS_A,365129006
247784003,IS_A,225648009
247799003,IS_A,365129006
307077003,IS_A,365129006
716397008,IS_A,365129006
365118007,IS_A,106131003
225658008,IS_A,365118007
134417007,IS_A,106131003
386782008,IS_A,106131003
191664002,IS_A,386782008
386798001,IS_A,286735002
386798001,IS_A,386782008
46460004,IS_A,386798001
1402001,IS_A,106131003
225634009,IS_A,1402001
247828005,IS_A,1402001
247830007,IS_A,247828005
247832004,IS_A,1402001
247845000,IS_A,1402001
102918006,IS_A,247845000
102918006,IS_A,386808001
102922001,IS_A,247845000
102922001,IS_A,386808001
102923006,IS_A,247845000
102923006,IS_A,386808001
247848003,IS_A,247845000
19512009,IS_A,247848003
19512009,IS_A,386808001
102916005,IS_A,19512009
403592009,IS_A,247848003
403592009,IS_A,198280005
247850006,IS_A,247845000
247850006,IS_A,19887002
247851005,IS_A,247850006
247852003,IS_A,247850006
247853008,IS_A,58963008
247853008,IS_A,247845000
276241001,IS_A,58963008
276241001,IS_A,247845000
31492004,IS_A,247845000
31492004,IS_A,386808001
54746005,IS_A,247845000
54746005,IS_A,386808001
54746005,IS_A,365964003
397775001,IS_A,247845000
397775001,IS_A,386808001
398304003,IS_A,397775001
401269004,IS_A,247845000
415136009,IS_A,247845000
288241000119105,IS_A,247845000
288241000119105,IS_A,386808001
288251000119107,IS_A,247845000
288251000119107,IS_A,386808001
424958004,IS_A,247845000
704424002,IS_A,247845000
705047004,IS_A,247845000
247855001,IS_A,1402001
102912007,IS_A,247855001
102912007,IS_A,225873007
102915009,IS_A,247855001
102915009,IS_A,386808001
247866008,IS_A,102915009
102919003,IS_A,247866008
102920009,IS_A,102919003
247868009,IS_A,102919003
403591002,IS_A,102919003
403591002,IS_A,67431008
247869001,IS_A,247866008
34563004,IS_A,247866008
102917001,IS_A,247855001
102917001,IS_A,386808001
102921008,IS_A,247855001
102921008,IS_A,386808001
247815003,IS_A,247855001
439576009,IS_A,247815003
247818001,IS_A,102931001
247818001,IS_A,247855001
24109003,IS_A,247855001
24109003,IS_A,386808001
699391000,IS_A,247855001
286568007,IS_A,1402001
225630000,IS_A,286568007
225630000,IS_A,38617005
110357006,IS_A,225630000
714667008,IS_A,286568007
162720009,IS_A,162715009
162720009,IS_A,1402001
423170008,IS_A,1402001
704423008,IS_A,1402001
49971008,IS_A,106131003
416383008,IS_A,106131003
281143003,IS_A,416383008
28290006,IS_A,416383008
39370001,IS_A,416383008
6140007,IS_A,416383008
88729006,IS_A,416383008
932006,IS_A,225652009
932006,IS_A,416383008
420038007,IS_A,106131003
272024005,IS_A,420038007
272024005,IS_A,418799008
421369008,IS_A,106131003
310480000,IS_A,271951008
310480000,IS_A,106131003
310480000,IS_A,418799008
425363002,IS_A,106131003
134416003,IS_A,106131003
274646000,IS_A,106131003
366979004,IS_A,106131003
272022009,IS_A,418799008
272022009,IS_A,366979004
704678007,IS_A,366979004
276302000,IS_A,106131003
225873007,IS_A,106126000
224965009,IS_A,225873007
74506000,IS_A,224965009
74506000,IS_A,365574009
225021007,IS_A,74506000
424773009,IS_A,225021007
424773009,IS_A,365241005
423136007,IS_A,225021007
225614008,IS_A,74506000
225615009,IS_A,74506000
304636008,IS_A,74506000
3763000,IS_A,74506000
130966005,IS_A,74506000
397847006,IS_A,74506000
427589004,IS_A,74506000
14621004,IS_A,74506000
225020008,IS_A,14621004
53339009,IS_A,74506000
365241005,IS_A,224965009
225024004,IS_A,365241005
225025003,IS_A,365241005
225026002,IS_A,365241005
225027006,IS_A,365241005
225029009,IS_A,365241005
225030004,IS_A,365241005
225031000,IS_A,365241005
425218000,IS_A,365241005
424068007,IS_A,425218000
225022000,IS_A,224965009
225023005,IS_A,224965009
225028001,IS_A,224965009
304243005,IS_A,225028001
279644004,IS_A,224965009
225872002,IS_A,225873007
225875000,IS_A,225873007
225876004,IS_A,225875000
304244004,IS_A,225873007
102498003,IS_A,225873007
409029008,IS_A,225873007
288545008,IS_A,106126000
51078006,IS_A,288545008
18318000,IS_A,106126000
27764006,IS_A,106126000
28669007,IS_A,106126000
35991009,IS_A,106126000
40634001,IS_A,106126000
45763006,IS_A,106126000
47544006,IS_A,106126000
53489000,IS_A,106126000
105485001,IS_A,248539004
105485001,IS_A,266949007
105485001,IS_A,53489000
302202009,IS_A,105485001
263897001,IS_A,53489000
224970002,IS_A,263897001
250070007,IS_A,263897001
425131000,IS_A,53489000
423157004,IS_A,53489000
54038000,IS_A,106126000
67877007,IS_A,106126000
77416000,IS_A,106126000
83765003,IS_A,106126000
247795009,IS_A,83765003
247795009,IS_A,365175003
89561004,IS_A,106126000
247805009,IS_A,106126000
271596009,IS_A,106126000
271596009,IS_A,69328002
365151003,IS_A,106126000
285842004,IS_A,365151003
34413007,IS_A,365151003
45991007,IS_A,365151003
365164002,IS_A,365151003
285843009,IS_A,365164002
365175003,IS_A,365164002
247796005,IS_A,365175003
430641005,IS_A,247796005
365186001,IS_A,106126000
225652009,IS_A,365186001
225650001,IS_A,225652009
285846001,IS_A,225652009
285847005,IS_A,225652009
247792007,IS_A,365186001
365197001,IS_A,106126000
285850008,IS_A,365197001
716807006,IS_A,285850008
285851007,IS_A,365197001
285852000,IS_A,365197001
285849008,IS_A,365208007
285849008,IS_A,285852000
365208007,IS_A,365197001
365219005,IS_A,106126000
224999007,IS_A,365219005
285844003,IS_A,365219005
285845002,IS_A,365219005
286569004,IS_A,365219005
365230008,IS_A,106126000
225003009,IS_A,365230008
285853005,IS_A,365230008
301846009,IS_A,365230008
93831000119104,IS_A,397706001
93831000119104,IS_A,365230008
224969003,IS_A,106126000
224972005,IS_A,106126000
224973000,IS_A,106126000
224976008,IS_A,106126000
224975007,IS_A,224976008
224978009,IS_A,106126000
225009008,IS_A,106126000
225010003,IS_A,106126000
225011004,IS_A,106126000
225012006,IS_A,106126000
225013001,IS_A,106126000
225014007,IS_A,106126000
225015008,IS_A,106126000
225017000,IS_A,106126000
225018005,IS_A,106126000
225019002,IS_A,106126000
225457007,IS_A,106126000
247775003,IS_A,106126000
267076002,IS_A,106126000
271599002,IS_A,106126000
162728002,IS_A,162715009
162728002,IS_A,271599002
307048004,IS_A,106126000
307049007,IS_A,106126000
307075006,IS_A,106126000
16320008,IS_A,106126000
16962006,IS_A,106126000
23682002,IS_A,106126000
24199005,IS_A,106126000
247908007,IS_A,162221009
